Accuracy,Runtime,alpha,fit_prior,generacion,stdAccuracy,stdRuntime
0.9988322065150583,4.211633682250977,1.0,True,1,0.0008449740064454483,0.4123309203257003
0.9988322065150583,4.146672487258911,1.0,True,1,0.0008449740064454483,0.31037837656671197
0.0,0.0,0.3,True,0,0.0,0.0
0.0,0.0,0.0,True,0,0.0,0.0
0.0,0.0,0.5,False,0,0.0,0.0
