Accuracy,Runtime,class_weight,criterion,generacion,stdAccuracy,stdRuntime
0.9580823601720958,4.833515620231628,balanced,entropy,0,0.00424760972173839,2.175309738534487
0.9552550706822374,3.4853718996047975,,gini,0,0.0030706812530539177,0.2613224768047692
