Accuracy,stdAccuracy,Mse,stdMse,Mae,stdMae,FitTime,stdFitTime,ScoreTime,stdScoreTime,bootstrap,criterion,max_features,min_samples_split,n_estimators,oob_score,warm_start
0.9979740461662602,0.00037054125348431703,37.74807831869968,6.904017270233382,2.700010465356894,0.13182071796456996,50.99817099571228,3.190554894375334,0.32506494522094725,0.076591096490638,True,mse,,2,25,True,False
0.9979740461662602,0.00037054125348431703,37.74807831869968,6.904017270233382,2.700010465356894,0.13182071796456996,51.00234479904175,4.087613387786578,0.3634869337081909,0.06106448182329495,True,mse,,2,25,True,True
0.9979740461662602,0.00037054125348431703,37.74807831869968,6.904017270233382,2.700010465356894,0.13182071796456996,52.169237446784976,3.3902453003732806,0.3260857105255127,0.08827709594244697,True,mse,,2,25,False,True
0.9979740461662602,0.00037054125348431703,37.74807831869968,6.904017270233382,2.700010465356894,0.13182071796456996,52.778834629058835,2.5692224635537544,0.41103620529174806,0.08761858526616681,True,mse,,2,25,False,False
0.9979527715036927,0.0003796611689689522,38.14447315032122,7.0739418155213745,2.7367295200404147,0.14494772549015672,40.4943882226944,2.1000641767251396,0.3140674591064453,0.07962183329488537,True,mse,,2,20,False,False
0.9979527715036927,0.0003796611689689522,38.14447315032122,7.0739418155213745,2.7367295200404147,0.14494772549015672,41.23378677368164,2.147791915749581,0.3247542858123779,0.08782918237706283,True,mse,,2,20,True,True
0.9979527715036927,0.0003796611689689522,38.14447315032122,7.0739418155213745,2.7367295200404147,0.14494772549015672,41.83241336345672,3.0464136332045397,0.3245974063873291,0.054250189947749064,True,mse,,2,20,False,True
0.9979527715036927,0.0003796611689689522,38.14447315032122,7.0739418155213745,2.7367295200404147,0.14494772549015672,42.54100847244263,2.6999779939510007,0.3015538454055786,0.06532265350040686,True,mse,,2,20,True,False
0.9979516083546105,0.00035009392690561557,38.16614523480881,6.523037569587568,2.770716132347817,0.1349750917775927,48.52732193470001,0.8490407954882432,0.31086392402648927,0.09412665224735674,True,mse,,5,25,True,False
0.9979516083546105,0.00035009392690561557,38.16614523480881,6.523037569587568,2.770716132347817,0.1349750917775927,49.00371940135956,3.1048378423832745,0.3333214044570923,0.10542243447500818,True,mse,,5,25,False,False
0.9979516083546105,0.00035009392690561557,38.16614523480881,6.523037569587568,2.770716132347817,0.1349750917775927,49.2571622133255,2.2787191789982884,0.32801573276519774,0.07442686081160046,True,mse,,5,25,False,True
0.9979516083546105,0.00035009392690561557,38.16614523480881,6.523037569587568,2.770716132347817,0.1349750917775927,49.62215135097504,2.070590410720674,0.2997330904006958,0.08290800989495434,True,mse,,5,25,True,True
0.9979367379403307,0.00034201201470139645,38.44321451127318,6.372453360920232,2.8027649992067447,0.13661245325373259,37.22133312225342,1.450712252041364,0.32512357234954836,0.07249612569003933,True,mse,,5,20,False,True
0.9979367379403307,0.00034201201470139645,38.44321451127318,6.372453360920232,2.8027649992067447,0.13661245325373259,39.37254140377045,2.967052028839851,0.24970579147338867,0.06231110908425148,True,mse,,5,20,True,False
0.9979367379403307,0.00034201201470139645,38.44321451127318,6.372453360920232,2.8027649992067447,0.13661245325373259,40.21635897159577,1.530631907472185,0.28247652053833006,0.07698361252932448,True,mse,,5,20,True,True
0.9979367379403307,0.00034201201470139645,38.44321451127318,6.372453360920232,2.8027649992067447,0.13661245325373259,41.291554760932925,2.443553095665479,0.3383262872695923,0.05730673864563873,True,mse,,5,20,False,False
0.9979346322135184,0.0003836797698531478,38.48244893967142,7.148817391846062,2.7526214545674583,0.15070932309039112,36.19532790184021,2.455442047463062,0.31194941997528075,0.08673007980857864,True,mse,,2,18,False,True
0.9979346322135184,0.0003836797698531478,38.48244893967142,7.148817391846062,2.7526214545674583,0.15070932309039112,36.34362361431122,1.6198416032882976,0.35264346599578855,0.0753736492868671,True,mse,,2,18,False,False
0.9979346322135184,0.0003836797698531478,38.48244893967142,7.148817391846062,2.7526214545674583,0.15070932309039112,37.205544805526735,1.6356752065004827,0.2763036012649536,0.056776634664100045,True,mse,,2,18,True,False
0.9979346322135184,0.0003836797698531478,38.48244893967142,7.148817391846062,2.7526214545674583,0.15070932309039112,37.36534204483032,1.795684854050281,0.2864387035369873,0.049600143270976976,True,mse,,2,18,True,True
0.9979144976457288,0.0003720726166178355,38.85760124036882,6.932550010978395,2.784465010555624,0.15182228234199038,31.633067774772645,1.9411870539127012,0.3401059865951538,0.10144786268944783,True,mse,,2,15,False,False
0.9979144976457288,0.0003720726166178355,38.85760124036882,6.932550010978395,2.784465010555624,0.15182228234199038,32.21278073787689,1.6716037695841264,0.26543369293212893,0.040563757748442474,True,mse,,2,15,True,False
0.9979144976457288,0.0003720726166178355,38.85760124036882,6.932550010978395,2.784465010555624,0.15182228234199038,32.50072133541107,1.9540647078338844,0.3072881937026978,0.07296810033252199,True,mse,,2,15,False,True
0.9979144976457288,0.0003720726166178355,38.85760124036882,6.932550010978395,2.784465010555624,0.15182228234199038,33.01354467868805,2.667684385129476,0.2700380325317383,0.050948020948550846,True,mse,,2,15,True,True
0.997913548174346,0.00028954089927767313,38.87529202854396,5.39479842056703,3.243989416596683,0.12888080217224052,4.062982606887817,0.41018697633844836,0.214845609664917,0.06705357339110912,True,mse,sqrt,2,25,False,False
0.997913548174346,0.00028954089927767313,38.87529202854396,5.39479842056703,3.243989416596683,0.12888080217224052,4.093088936805725,0.2997012510527785,0.2826507091522217,0.13189725332709712,True,mse,sqrt,2,25,False,True
