Accuracy,stdAccuracy,Mse,stdMse,Mae,stdMae,FitTime,stdFitTime,ScoreTime,stdScoreTime,algorithm,leaf_size,n_neighbors,p,weights
0.9979880285196939,0.0005053998199485211,37.487555613933345,9.416735795234963,2.5658796666044905,0.1586629530934648,2.0727611541748048,0.23857939542616072,124.56127970218658,5.168616891838987,ball_tree,70,7,1,distance
0.9979862814340625,0.0005060593620407348,37.520107750190554,9.42902454838362,2.566781177106297,0.1589831858443996,2.0512534856796263,0.1261111129211814,118.19437637329102,1.8500563923587183,kd_tree,70,7,1,distance
0.9979856516443264,0.00039239538445836795,37.531842150000216,7.311208902073894,2.2773555237621332,0.131032983352767,0.3493306875228882,0.06466033649892852,105.02534458637237,7.5820565794405566,brute,50,4,1,distance
0.9979856516443264,0.00039239538445836795,37.531842150000216,7.311208902073894,2.2773555237621332,0.131032983352767,0.37061798572540283,0.03540267726363538,102.8598054409027,4.610853232153497,brute,30,4,1,distance
0.9979856516443264,0.00039239538445836795,37.531842150000216,7.311208902073894,2.2773555237621332,0.131032983352767,0.3855679273605347,0.06896855199735075,102.4789662361145,5.829566375598113,brute,70,4,1,distance
0.9979856516443264,0.00039239538445836795,37.531842150000216,7.311208902073894,2.2773555237621332,0.131032983352767,0.38945927619934084,0.05517793905616774,114.79144484996796,3.079740302970635,brute,10,4,1,distance
0.9979405707734205,0.0006408011277765784,38.371800206937074,11.939566813014297,2.6543245667416677,0.1673774159241856,2.1569136142730714,0.23763911937332527,126.47868211269379,9.889865864800926,ball_tree,30,8,1,distance
0.9979405707734205,0.0006408011277765784,38.371800206937074,11.939566813014297,2.6543245667416677,0.1673774159241856,2.322626304626465,0.23458740268179817,123.95759255886078,4.087450521774958,ball_tree,50,8,1,distance
0.9979398664621683,0.0006413823716533995,38.38492311026607,11.95039669423934,2.6546020956128573,0.16802683250072906,2.12099084854126,0.2536820635798043,129.09336955547332,5.613447150362315,kd_tree,50,8,1,distance
0.9979398664621683,0.0006413823716533995,38.38492311026607,11.95039669423934,2.6546020956128573,0.16802683250072906,2.1480462551116943,0.19924174740570882,129.08000898361206,2.821677898591587,kd_tree,30,8,1,distance
0.9979161807710352,0.0006874423689512534,38.82624082888227,12.808598078892109,2.2775373462799005,0.1413841438673159,1.9376705646514893,0.05164907389286523,148.65338320732116,1.6786119159887243,kd_tree,10,4,1,distance
0.9979149647143953,0.0006884336714678139,38.84889870020467,12.827068275206253,2.2788268082279908,0.14140519962200723,4.008702087402344,0.5038628911366916,206.03325366973877,15.518484157722963,ball_tree,10,4,1,distance
0.9979122415279338,0.0006899409061499473,38.89963779115527,12.855151448612425,2.169137969621176,0.15290200423872585,4.9000341415405275,0.6891986267639236,306.05038211345675,34.0422129213749,ball_tree,10,3,1,distance
0.9979109516047393,0.0006883479161849446,38.92367196259581,12.825470461337032,2.170143930322755,0.15228392734843574,1.9126426219940185,0.10290419283206366,131.81662278175355,1.4379550951176172,kd_tree,10,3,1,distance
0.9979098555278068,0.000615973231200238,38.94409434202532,11.476967237031234,2.47362755127161,0.1613570525819047,2.076125431060791,0.12834071581535073,123.75078668594361,3.7020102030364694,ball_tree,70,6,1,distance
0.9979093583001661,0.0006170379361937116,38.95335881173157,11.496805086644315,2.4745244129034245,0.16257432834678626,2.129323220252991,0.21224326432792454,115.28108789920807,6.788078413550208,kd_tree,70,6,1,distance
0.9979074356490301,0.000537665829958456,38.98918212835934,10.017924160243517,2.568929595334822,0.1604626954527511,2.118009066581726,0.15501665940506754,179.55499215126036,2.8378639095226537,kd_tree,10,7,1,distance
0.9979058554546679,0.0005380411317493304,39.018624704764186,10.024916877036885,2.5693782185655327,0.1615295789068601,4.080665111541748,0.33979474188573683,223.26872243881226,16.51005813810089,ball_tree,10,7,1,distance
0.9979052507973144,0.0008853209786200503,39.02989083173889,16.495521803893823,2.3833866528067436,0.1675702532895492,2.1650492429733275,0.17255693894586116,111.79474472999573,8.996447439916588,ball_tree,30,5,1,distance
0.9979052507973144,0.0008853209786200503,39.02989083173889,16.495521803893823,2.3833866528067436,0.1675702532895492,2.2037705898284914,0.15774157905268515,123.70786216259003,7.385473537328464,ball_tree,50,5,1,distance
0.9979051572492258,0.0008851170550732187,39.03163384311161,16.49172224938803,2.3837486636953487,0.1671270847087916,2.0785300731658936,0.18731139161133184,113.96232638359069,3.8828961127474826,kd_tree,30,5,1,distance
0.9979051572492258,0.0008851170550732187,39.03163384311161,16.49172224938803,2.3837486636953487,0.1671270847087916,2.105783700942993,0.18028753501554212,111.55736265182495,2.067311360628362,kd_tree,50,5,1,distance
0.9978968006192166,0.0006010515366366261,39.18733666260267,11.198942493498054,2.3837941856413067,0.14389414159665445,2.19506151676178,0.15907160073851098,159.9481790781021,2.88066597240049,kd_tree,10,5,1,distance
0.9978964389184963,0.0006023074609239611,39.19407596084444,11.222343188799977,2.383955561752557,0.1453871442010469,4.620182299613953,0.615570696743135,264.34946181774137,19.89502436709837,ball_tree,10,5,1,distance
0.9978957660075455,0.0005145630431848549,39.20661380591137,9.587467261380693,2.394446568599462,0.14321716175487473,0.3645104646682739,0.036665126328266795,102.11310617923736,5.712879039462558,brute,70,5,1,distance
0.9978957660075455,0.0005145630431848549,39.20661380591137,9.587467261380693,2.394446568599462,0.14321716175487473,0.37206597328186036,0.07265981598723296,102.64560859203338,4.699441751210207,brute,50,5,1,distance
0.9978957660075455,0.0005145630431848549,39.20661380591137,9.587467261380693,2.394446568599462,0.14321716175487473,0.37922024726867676,0.06690637491797258,102.09945938587188,6.233212622963441,brute,30,5,1,distance
