Accuracy,stdAccuracy,FitTime,stdFitTime,ScoreTime,stdScoreTime,class_weight,criterion
0.9599262446220037,0.0066810956320595884,4.6901767492294315,0.5390229906950164,0.029153728485107423,0.010065260895640674,balanced,gini
0.9556238475722189,0.0029063528992100364,4.40637047290802,0.5877510826177269,0.021469807624816893,0.00523008903492425,,gini
