Accuracy,stdAccuracy,FitTime,stdFitTime,ScoreTime,stdScoreTime,C,multi_class,solver,warm_start
0.9762138905961893,0.00371888125566216,150.73327293395997,8.853521933345805,0.006918263435363769,0.0006818458247331659,0.8,multinomial,lbfgs,False
0.8256914566687155,0.009991063688366861,79.73496088981628,1.38965800703028,0.007197928428649902,0.0011700539449536126,1.2,multinomial,newton-cg,True
