fit_time,score_time,test_nbaccuracy,test_accuracy
1.0084149837493896,0.0688328742980957,0.6551918285118279,0.676056338028169
1.0083558559417725,0.06849455833435059,0.6598526393626263,0.6883037354562156
0.997398853302002,0.06652021408081055,0.6643411101847423,0.6895284751990202
1.0084004402160645,0.06740832328796387,0.6579681712449814,0.6870789957134109
0.9849545955657959,0.06650185585021973,0.6295456986764609,0.6540110226576853
0.9678752422332764,0.06612038612365723,0.6642252173098269,0.6803429271279853
0.9818885326385498,0.06290006637573242,0.650671493532324,0.6721813725490197
1.009186029434204,0.06573057174682617,0.6307385998274657,0.6482843137254902
0.973271369934082,0.06493973731994629,0.6435261908924584,0.6654411764705882
0.9853119850158691,0.06530451774597168,0.6748847925674424,0.7046568627450981
