Accuracy,stdAccuracy,FitTime,stdFitTime,ScoreTime,stdScoreTime,class_weight,criterion
0.9620159803318992,0.005370879477554632,3.2370854139328005,0.1940861153532809,0.019747662544250488,0.0006022792714666377,,entropy
0.9599262446220037,0.0066810956320595884,3.9688512325286864,0.46504510997124165,0.020297646522521973,0.0004814271106567219,balanced,gini
0.9580823601720959,0.00442190676056665,3.3803733348846436,0.3049119475340763,0.018301773071289062,0.0025943007529016303,balanced,entropy
0.9556238475722189,0.0029063528992100364,3.969610810279846,0.39359183564676564,0.022756290435791016,0.0050122214578922405,,gini
