Accuracy,stdAccuracy,Mse,stdMse,Mae,stdMae,FitTime,stdFitTime,ScoreTime,stdScoreTime,learning_rate,loss,n_estimators
0.9983964783882545,0.0004279766488712567,29.877215550444202,7.974167915931528,1.4624815401252649,0.14162651979089144,3573.6117370843886,18.321332091820405,7.3694191694259645,0.19587709600043668,0.01,exponential,500
0.9983925259517973,0.0004285051735630534,29.950858334627803,7.98401552011984,1.4654061144056296,0.1485872729917637,3771.090790104866,39.3800697058699,7.088475346565247,0.34616882839371693,0.01,linear,500
0.9983855527520897,0.0004036545076866312,30.08078473487496,7.520991700843692,1.487609122902165,0.1485267148436799,3672.946163868904,122.73424974519467,6.722517561912537,0.3507995287242909,0.01,square,500
0.9983815767978155,0.000423924161654931,30.154865708904072,7.898660960995136,1.561835535859734,0.16203475726366207,1378.3968536138534,254.53643309812702,1.8260544538497925,0.4375352271711409,0.1,exponential,500
0.9983733416889519,0.00040461689612430427,30.308304316029087,7.538923162811989,1.5311452572580926,0.13659446226790262,858.1353422880172,8.844643819367082,1.6881184816360473,0.07528179694143368,0.1,exponential,100
0.9983344956883692,0.0004166441234532858,31.032092710380706,7.763017469212897,1.539915481312003,0.13543368450515722,360.3757368087769,4.675906009257939,0.9398490905761718,0.10040975737553368,0.1,exponential,50
0.9983112573987973,0.00045908421828772943,31.465074331258034,8.553771926191258,1.5503145254261699,0.15098622002605827,433.0208323478699,47.70039105918719,1.0204009771347047,0.1438789015893623,0.1,linear,100
0.9983112573987973,0.00045908421828772943,31.465074331258034,8.553771926191258,1.5503145254261699,0.15098622002605827,434.6797629594803,45.88090591728257,1.0100080490112304,0.14469249287504898,0.1,linear,500
0.998302551515141,0.0004240332230084786,31.627284532013082,7.900693019399313,1.5825775246780276,0.1660047674306945,475.2417898654938,86.38302774547077,1.0566476345062257,0.12623921772875035,0.1,square,100
0.998302551515141,0.0004240332230084786,31.627284532013082,7.900693019399313,1.5825775246780276,0.1660047674306945,477.11908061504363,87.01589838554762,1.1140683174133301,0.13290253377787306,0.1,square,500
0.9982976878626352,0.0004284860643517743,31.71790532141532,7.983659472517883,1.5826320027423453,0.16610297607602245,386.08439972400663,9.147386514487767,0.9081647157669067,0.11747722891802724,0.1,square,50
0.9982942150135559,0.0004221184764042017,31.782612313672683,7.865016981982039,1.5137878485023633,0.15445301974267114,582.5814529657364,3.5782632987292695,1.7591821670532226,0.1585207385462664,0.01,exponential,100
0.9982927813765019,0.00042681437420905775,31.80932419767161,7.952512123856836,1.5196460324917325,0.15093722883653957,573.1833914518356,4.354489120846694,1.707326889038086,0.21829113904957279,0.01,linear,100
0.9982855336104384,0.0004687968332676136,31.944366386907337,8.734739796650599,1.5617862896171504,0.15592799927145878,366.08717277050016,5.855423548467467,0.9401598691940307,0.11560869291341101,0.1,linear,50
0.9982826739668564,0.0004402690354656089,31.997647981036167,8.203202736054434,1.5271676364148286,0.16754684543997736,576.9156768321991,3.193595118892765,1.700866174697876,0.2114073583348763,0.01,square,100
0.9982562759914406,0.0004428279625877856,32.48950165848355,8.250881305926676,1.5581668735023497,0.16541816163245046,286.09276962280273,2.755532160688918,1.1319154977798462,0.0837951572203448,0.01,square,50
0.9982276156525282,0.00039591263070065533,33.02350825818127,7.3767431133723065,1.5720379379608511,0.14817827124013547,279.5878398895264,3.521055938698112,1.0319753885269165,0.07566123000321484,0.01,linear,50
0.9982163595374652,0.0004207768800763249,33.23323500806397,7.8400200238033255,1.5623201501124935,0.14959973433069385,287.8866672515869,1.8286771490926637,1.0137666940689087,0.15023507841821507,0.01,exponential,50
0.9981098858304437,0.0003986746537285193,35.21707973571664,7.428205816934013,2.030838283834826,0.17191411301072948,265.59849271774294,87.36239815521411,0.6942856311798096,0.23200369448119412,1.0,exponential,50
0.997418500334809,0.0006693042395473143,48.099147136753416,12.470643917304976,2.296120993946634,0.22650351676128622,68.26201038360595,25.07842638024532,0.27836432456970217,0.06645971315675536,1.0,linear,500
0.997418500334809,0.0006693042395473143,48.099147136753416,12.470643917304976,2.296120993946634,0.22650351676128622,68.26237165927887,24.485327764749147,0.30106751918792723,0.07569596777525732,1.0,linear,50
0.997418500334809,0.0006693042395473143,48.099147136753416,12.470643917304976,2.296120993946634,0.22650351676128622,68.47956523895263,25.639165487399158,0.2704567193984985,0.06565867651166842,1.0,linear,100
0.997397007543416,0.0009193216353993505,48.499606199185656,17.129030541170483,2.6758029854301495,0.7573442067494027,283.5583875179291,100.97347460743,0.8346580028533935,0.41051317640750756,1.0,exponential,100
0.9973799177850972,0.0006203097744307002,48.81802684862512,11.557766794636416,2.5028327824899286,0.5532402488496616,98.51607196331024,43.30064473114243,0.32561302185058594,0.16309401114280184,1.0,square,50
0.9965020383858124,0.0010286649426975891,65.17489528594876,19.166342378577976,3.4638110177917056,0.6547015005256344,158.9561949968338,30.5970223180322,0.5646982192993164,0.15460306177371297,2.0,exponential,50
0.9958645904283001,0.004912526330611831,77.05198499230553,91.53141872354259,3.1911735211646897,2.6045671583729226,103.81136746406555,61.91911610947491,0.38013339042663574,0.2558300938087641,1.0,square,100
0.9951973016605902,0.0008239083587311531,89.48507613446904,15.351266516968439,3.5874034373346833,0.24981540882720463,28.419238495826722,9.2328288646199,0.18718481063842773,0.05255756520572326,2.0,linear,50
0.9951973016605902,0.0008239083587311531,89.48507613446904,15.351266516968439,3.5874034373346833,0.24981540882720463,28.728830790519716,9.183942941565153,0.22855687141418457,0.053676896029338575,2.0,linear,100
0.9951973016605902,0.0008239083587311531,89.48507613446904,15.351266516968439,3.5874034373346833,0.24981540882720463,29.17743127346039,9.228389732981796,0.2447458028793335,0.08012168056820426,2.0,linear,500
0.9941384697759599,0.010076063474767773,109.21349651687161,187.73973367774224,3.882822703756951,4.6776577442308405,138.15902495384216,161.06908641267015,0.48565473556518557,0.568187859873995,1.0,square,500
0.9825636547142894,0.008908012334859718,324.8783444496815,165.97631282619042,10.186396770171514,4.199501306799027,173.5002712726593,38.25316178272374,0.6823454856872558,0.2306572025753011,2.0,exponential,100
0.9789300531017693,0.006724408871087063,392.5805180945586,125.29086718831152,12.100747145842439,2.5786383282458303,67.01481711864471,20.908926861624167,0.6153732299804687,0.2311794920245013,2.0,square,50
