Accuracy,stdAccuracy,Mse,stdMse,Mae,stdMae,FitTime,stdFitTime,ScoreTime,stdScoreTime,learning_rate,loss,n_estimators
0.9986547066046221,0.00035979505557323936,52.740882272392774,14.105405358693208,1.7020811675749765,0.17848476984565026,5436.549164891243,139.46295575618868,8.222774887084961,1.475737761432612,0.01,square,500
0.9986373648313306,0.0003768664739761665,53.420749152511874,14.774673245760514,1.7135580058114726,0.18069176992201139,861.5205750465393,25.513725516058667,1.83045175075531,0.2731549780743862,0.01,exponential,100
0.9986373523026069,0.0003738305821016405,53.42124032859883,14.655654140713546,1.6792669129002797,0.1833669181870558,5639.229903197289,132.87887686887134,8.061395907402039,1.1685598469509602,0.01,exponential,500
0.9986307293694348,0.0003699485231163363,53.68088580067925,14.503461900253354,1.7193013993800415,0.1940474358999259,866.7753159523011,34.40676630876881,2.0507151603698732,0.3033593560798944,0.01,square,100
0.9986216375492613,0.0003763287561834566,54.037321518763804,14.753592557416148,1.6918109134197112,0.18778612041782392,5835.983276939392,159.20015741498312,8.973588490486145,0.6097234747303516,0.01,linear,500
0.9986210682021793,0.0003916400001025351,54.05964220175942,15.353854564019862,1.7108051199121606,0.18066828968090412,870.5653684139252,30.3431599241023,1.8806771755218505,0.2064673562633598,0.01,linear,100
0.9985960804307273,0.000397624907260519,55.0392627937687,15.588486864241696,1.7585258461986233,0.18409474410792026,439.79960656166077,30.952017933640263,1.0145716667175293,0.13840073359118216,0.01,linear,50
0.9985899890976925,0.0004031845664615021,55.27806741406259,15.8064477435561,1.7663863369943433,0.19699261224082726,417.89577569961546,9.419034452308702,1.059219980239868,0.18558442450803456,0.01,exponential,50
0.9985870351375994,0.00035670824500811136,55.393874465556195,13.984390037299011,1.7649630313855305,0.15916026941423728,583.2149720668792,31.83087484443831,1.0247766733169557,0.18203689948699595,0.1,exponential,50
0.9985829498677299,0.00037261405660791324,55.55403338551541,14.60796147525553,1.7834445449956253,0.18047697730156045,548.7877528190613,29.05772951802523,1.0793926954269408,0.14521305041265242,0.1,square,50
0.998580354927497,0.00037321043043494486,55.65576542241153,14.631341714771537,1.7782747486543327,0.1839910414277754,455.1016089677811,27.209357390678285,1.1887617826461792,0.11744382027854061,0.01,square,50
0.9985745625424,0.00036453567437845085,55.882850087748004,14.291256578331714,1.789265600401764,0.17420099763562458,949.6862735271454,319.40657049851,1.2783209085464478,0.18115586319907928,0.1,linear,100
0.9985742969670939,0.0003825374515859886,55.8932617020475,14.996998251976875,1.7884570460308935,0.19535590944283024,910.1579443216324,224.55761715431908,1.4197396516799927,0.381113497339907,0.1,square,100
0.9985732764100853,0.00036676236663462275,55.93327161901552,14.378551821542628,1.7934047580266752,0.17202426542101557,1089.7882206916809,498.2646799456192,1.6412726879119872,0.6269379749308076,0.1,linear,500
0.9985716818227375,0.00036761432161562773,55.99578582139927,14.411951864618885,1.7865172737757722,0.16387235140386075,1380.9930069208144,62.04157473249964,1.808735466003418,0.3170826933072602,0.1,exponential,100
0.9985643124153175,0.00036484973170930815,56.28469606989237,14.303568881932456,1.7891952755567144,0.1725874723805893,570.8257951259613,33.900525303261134,0.9690644025802613,0.19789735553647067,0.1,linear,50
