fit_time,score_time,test_mae,test_mse,test_distance,test_r2
0.9045665264129639,0.09308218955993652,6.95157218611453,86.51801656765895,5.626479325001537,0.9817609271826571
0.8540205955505371,0.09107160568237305,7.144568735770128,93.72106866407142,5.7826881536813755,0.9788513765535609
0.8844203948974609,0.08852338790893555,6.927855904579656,85.78272588827504,5.607284506996995,0.9821487917523694
0.8086068630218506,0.09164738655090332,7.040256007717077,90.60108647277698,5.698259057603482,0.9797170925906412
0.812936544418335,0.09454178810119629,7.080766717791534,85.5206465049357,5.731047184500361,0.9808548370322114
0.8401989936828613,0.0972757339477539,7.145430749481851,87.35170063652106,5.783386388494305,0.9809726855917545
0.8975355625152588,0.08741402626037598,6.936561688781356,85.17062065368233,5.614329943228697,0.9819756780605959
0.7863578796386719,0.08469080924987793,6.998852277833708,84.66466875532319,5.664747957869505,0.9823617232863956
0.8092455863952637,0.09209084510803223,7.023672656023729,85.5767230310848,5.68483645060972,0.9815737083419753
0.8317325115203857,0.09350442886352539,7.013009952114182,86.24340962383904,5.676206614753684,0.9815335650086014
