fit_time,score_time,test_mae,test_mse,test_distance,test_r2
0.8126795291900635,0.09030866622924805,21.894805675991844,763.7415195854583,17.721318957102145,0.8389937987256814
0.7632386684417725,0.08951544761657715,21.226267710568205,728.1754751852782,17.180212848107,0.8356835965792935
0.7719972133636475,0.09832978248596191,22.45854308315258,822.8044397223051,18.177598861718028,0.8287760939225932
0.874168872833252,0.10008430480957031,21.47572649497338,767.5307686191779,17.38212134928074,0.8281725294937335
0.773820161819458,0.0962681770324707,21.536903096500396,760.7865023528415,17.431637324552984,0.8296857873917219
0.7961125373840332,0.09580373764038086,21.756952379168048,776.021532894004,17.609741241572742,0.8309637295399209
0.76959228515625,0.09205198287963867,22.122348527917662,794.6108919233966,17.90548805619911,0.831839636453734
0.7778940200805664,0.09079337120056152,22.214981166783414,803.1342798582768,17.980462893916528,0.8326822170974237
0.7758560180664062,0.09788179397583008,22.11658298519529,804.5247751788146,17.900821206004082,0.8267705559586953
0.7776436805725098,0.09756159782409668,21.95374478248642,779.1521287861239,17.769023142373314,0.833167981212774
