Accuracy,MAE,MSE,Runtime,algorithm,generacion,leaf_size,n_neighbors,p,stdApproach,stdMAE,stdMSE,stdRuntime,weights
0.9971053084438815,5.097552447452907,113.48348776607108,1815.6741233587265,brute,0,30.0,8.0,5.0,0.0008207851055671836,0.3356909982382858,32.178059278655375,344.85816693203896,distance
0.9970579250915913,5.329263470503417,115.34110470925432,379.62457115650176,kd_tree,0,50.0,10.0,4.0,0.0007642755228153711,0.3111196276694501,29.962657596453706,49.56248684435148,distance
0.9969476951229229,5.701862315180156,119.66256040093495,389.22208881378174,kd_tree,0,70.0,8.0,4.0,0.0007127312117241632,0.30297241315744344,27.941914424434568,56.55109217906149,uniform
0.9969338324440041,5.799688457715872,120.20603286526766,1111.2266842126846,ball_tree,0,30.0,10.0,3.0,0.0007061552551534349,0.2903411067521846,27.68411062303431,228.9784999009544,uniform
0.9969338324440041,5.799688457715872,120.20603286526766,1111.9253231287003,ball_tree,0,50.0,10.0,3.0,0.0007061552551534349,0.2903411067521846,27.68411062303431,229.38361699516324,uniform
0.9968231843651074,5.8069861276353665,124.54388015033233,362.29134409427644,kd_tree,0,30.0,8.0,5.0,0.000713408891483365,0.31387555552877583,27.968482181713956,53.10423366990229,uniform
0.9967984419264783,5.458561719782378,125.51388271434227,1810.361352276802,brute,0,70.0,10.0,5.0,0.0008928897976982482,0.3383681377023734,35.004851628961525,329.1843778041029,distance
0.9966995006607589,6.139242798938231,129.39277609561026,1816.5763082742692,brute,0,10.0,12.0,3.0,0.0007251937353967182,0.30539340333869347,28.43049520249192,347.71891252089256,uniform
0.9964794744793606,6.168854357312949,138.01868251114755,1137.7301914453506,ball_tree,0,30.0,20.0,3.0,0.0007460831334645858,0.3044435646072614,29.249443164344413,229.28054682769545,distance
0.9962192190306804,6.559468001845848,148.22173712119692,842.3211663246154,ball_tree,0,30.0,12.0,5.0,0.0008181952397404983,0.3294797403605946,32.07652617878507,187.1455576748697,uniform
0.9960597751084004,7.193500546102333,154.47257665026808,75.11587767601013,kd_tree,0,30.0,30.0,2.0,0.0007013823873282067,0.2770019566909671,27.4969951128148,3.7076042220176224,uniform
0.9959805446613664,6.574721973639963,157.57872709579266,1820.1083721637726,brute,0,50.0,20.0,4.0,0.0007895262599396255,0.32069430364263074,30.952587494673566,343.92872143316777,distance
0.995833914405371,7.142429950669492,163.32721965183677,1812.5956600666045,brute,0,70.0,20.0,3.0,0.0007857976993428077,0.3003874853201886,30.806413005036475,333.5123656867796,uniform
0.995833914405371,7.142429950669492,163.32721965183677,1813.6071548700334,brute,0,30.0,20.0,3.0,0.0007857976993428077,0.3003874853201886,30.806413005036475,334.24699628979477,uniform
0.9944959838248885,7.779045800407042,215.77945012907026,1809.2715346336365,brute,0,70.0,30.0,5.0,0.000929008758317724,0.36507248178504986,36.42085936108746,327.8453113193321,distance
0.9939925413180102,8.64345995835323,235.51641016872162,380.59872019290924,kd_tree,0,10.0,30.0,4.0,0.0010030569600558991,0.37352876108523536,39.32384506203126,49.05082748984474,uniform
0.993704907379899,8.807099678138362,246.79281107843886,362.24101254940035,kd_tree,0,10.0,30.0,5.0,0.0010368573773941363,0.3809263332020992,40.648956623358984,43.9806755963894,uniform
0.9929193403359731,9.085228954264306,277.5901814685143,930.4661820411682,ball_tree,0,70.0,50.0,4.0,0.0008789731808045442,0.3236078359266536,34.45926458026067,200.7380511201049,distance
0.9924486386819336,9.345913050513573,296.04356911347486,378.32490346431734,kd_tree,0,30.0,50.0,5.0,0.0009509813022034321,0.34019881567080906,37.28227097158382,50.33567680559991,distance
0.9913985058350224,10.471988347799428,337.21297724378104,379.61265676021577,kd_tree,0,10.0,50.0,5.0,0.0011310331713777317,0.3730233989788532,44.34102445069162,51.69465367497569,uniform
0.9913915110248512,10.473168963309606,337.4872017817288,996.2594690084458,ball_tree,0,10.0,50.0,5.0,0.001127217841933935,0.3722429127048819,44.19144827517966,218.56868159952418,uniform
