fit_time,score_time,test_mae,test_mse,test_distance,test_r2
0.8394992351531982,0.07678842544555664,32.61585402015061,1535.9871626893646,33.27515859696796,0.9037033207884967
0.8827111721038818,0.10634350776672363,31.367477782539087,1418.883210348021,32.00154738783671,0.9039245286114955
0.9669692516326904,0.08206462860107422,33.877701400426744,1616.4554970348008,34.56251325877079,0.8979465286004799
0.8614132404327393,0.07810211181640625,33.155267489347665,1562.6812873221488,33.82547589869025,0.8991146609804478
0.90201735496521,0.07735061645507812,32.8550261231726,1532.8627504698252,33.51916538178405,0.8987300195154586
0.8921730518341064,0.08199143409729004,31.877465926525147,1485.7566972645,32.52184455249331,0.900613965055724
0.8929378986358643,0.07956981658935547,32.8367005271264,1568.5374849864581,33.50046934696786,0.9005739831880011
0.9082372188568115,0.08579540252685547,32.72365646249606,1537.4589455575838,33.38514018329246,0.9024831968400673
0.9317812919616699,0.07738041877746582,33.333703513315406,1632.725038046091,34.00751886923651,0.897103582291739
0.902977705001831,0.09591364860534668,33.67710780991002,1656.9182300986083,34.357864821357374,0.8933236916384104
