fit_time,score_time,test_mae,test_mse,test_distance,test_r2
1.015418529510498,0.08240866661071777,19.014413157055277,532.4444552813745,19.398774996963375,0.9666191006320647
1.057762861251831,0.07219433784484863,19.633673380242843,559.4117721475556,20.030553092765246,0.9621210897997923
1.043994665145874,0.08786463737487793,19.380423237741628,547.8912906796951,19.77218369193374,0.9654093736165366
1.0471985340118408,0.08550310134887695,19.27167291122236,550.5274861450443,19.661235061274162,0.964458426340729
1.0450718402862549,0.07841920852661133,18.893949735565997,526.9157204354757,19.275876499339287,0.9651888306965881
1.0141253471374512,0.08367037773132324,19.454212396799164,558.8603665971494,19.84746444249602,0.9626164122121355
1.0172252655029297,0.07998991012573242,19.5770104359445,578.7278698801417,19.972744749941207,0.9633157591252771
1.0587821006774902,0.08298158645629883,18.830733400015863,522.7735235623227,19.211382293719147,0.9668419095405744
1.1570005416870117,0.07432436943054199,19.748366155986414,576.2511935551149,20.14756429504991,0.9636839136197181
1.0862407684326172,0.08414435386657715,19.906465210681596,574.111187039106,20.308859201348596,0.9630373660510833
