fit_time,score_time,test_nbaccuracy,test_accuracy
47.571168422698975,9.865600109100342,0.9973404255319149,0.998162890385793
47.06361532211304,9.977478504180908,0.9970171513795675,0.9975505205143906
49.7770037651062,10.219289302825928,0.991869918699187,0.9938763012859767
48.82763195037842,11.113048553466797,0.9960127591706539,0.9969381506429884
78.12581872940063,19.538771152496338,0.9949494949494949,0.9957134109001837
61.26669001579285,10.302335262298584,0.997037037037037,0.9975505205143906
48.52182388305664,10.210429906845093,0.996078431372549,0.9969362745098039
48.904805421829224,10.333351135253906,0.9984202211690363,0.9987745098039216
47.95157289505005,10.150578260421753,0.993431855500821,0.9950980392156863
48.456682443618774,10.11396598815918,0.9962962962962963,0.9969362745098039
