fit_time,score_time,test_nbaccuracy,test_accuracy
7.933202743530273,0.12130928039550781,0.9973404255319149,0.998162890385793
7.856959104537964,0.12600398063659668,0.996641562394987,0.9957134109001837
7.83648157119751,0.1322343349456787,0.9942669942669943,0.9957134109001837
7.982659339904785,0.12968897819519043,0.9983374896093101,0.9975505205143906
7.81274676322937,0.12873530387878418,0.9971540261571755,0.9969381506429884
7.7243664264678955,0.1303269863128662,0.9973161859594786,0.9975505205143906
7.798861265182495,0.12799382209777832,0.998180991359709,0.9975490196078431
7.748437404632568,0.12572455406188965,0.9964734354576149,0.9969362745098039
7.744323968887329,0.12306714057922363,0.9946031930658946,0.9957107843137255
7.586601734161377,0.1202096939086914,0.9966585618134972,0.9963235294117647
