Accuracy,MAE,MSE,Runtime,algorithm,genCount,leaf_size,n_neighbors,p,stdApproach,stdMAE,stdMSE,stdRuntime,weights
0.9966580983101064,3.5478765793773155,62.26714776151751,320.49013714790345,kd_tree,50,30,3,5,0.0008506212049271119,0.19901582625201678,15.848986945503325,42.775540146691476,uniform
0.9966579981350886,4.4087792074630885,62.26901424749441,6.743588542938232,brute,50,50,12,2,0.0005441512014427392,0.20516230001640798,10.138761223080973,0.5719612246766432,uniform
0.9966260897966113,4.643172967423661,62.86353838708749,108.6535187959671,kd_tree,78,50,30,1,0.0006611895842876315,0.22425605180413077,12.319449631843913,6.754042613597224,uniform
0.9966188319278604,4.201987676892568,62.998768812121,1798.1192988872529,brute,50,30,6,4,0.0005935738641019941,0.1915583887164663,11.059616629414348,285.51299818959853,uniform
0.9965978569684676,3.7519325980819764,63.389579499271214,355.01733164787294,kd_tree,50,70,4,4,0.0011044898481395397,0.23766592071286907,20.57913097299765,46.920399282198034,uniform
0.9965822225285461,4.648146124508086,63.680884292499954,109.89667418003083,ball_tree,114,70,30,1,0.0006763165682032515,0.22644432748082624,12.60129937790544,9.13003396904847,uniform
0.9965778107474733,4.035529392250692,63.76308570039017,1000.8804344654084,ball_tree,50,10,8,4,0.0007008574544962273,0.22614750048376855,13.058551306536737,175.36727634050203,distance
0.9965730730127657,4.648488197936496,63.85136035789558,94.63825151920318,brute,50,50,30,1,0.0006819506335020483,0.2228391554368145,12.706274691069053,13.364905245527632,uniform
0.9964785837188576,3.474110761807953,65.61190850431527,1796.2470225334168,brute,50,30,3,4,0.0007997057077277531,0.16441473000841522,14.900316672810689,289.8747403662092,uniform
0.9964445346386516,4.413774018210624,66.24631947898416,1797.0548225164414,brute,50,30,7,4,0.0005185776424683788,0.19331125421694853,9.662268278880957,287.8666222646054,uniform
0.9964325100238536,4.6835886873302055,66.47036510805219,6.9149617671966555,brute,50,10,15,2,0.0006276609006655702,0.2284484769644611,11.694734816426893,1.3850377492955739,uniform
0.9963565064901067,4.2403489107034975,67.88648194971155,347.00339636802676,kd_tree,50,30,6,4,0.001121080519724874,0.24103786392104015,20.88825251364398,42.93898043728389,uniform
0.9962063867814909,4.673473382549901,70.68354989056796,1637.0357505083084,brute,78,70,8,5,0.0006078432009706352,0.2169579187394526,11.325486481284909,34.24719079585839,uniform
0.9960202442292623,5.066529112200041,74.15180445932666,112.57097792625427,ball_tree,50,50,20,2,0.0006909915911947233,0.2382028026137631,12.874728075037138,14.130529078596165,uniform
0.99600588171834,4.930794671453887,74.41941035346028,1791.1970158815384,brute,50,30,12,3,0.0006345208212468397,0.2354023336572657,11.822550571676935,290.2278788541859,uniform
0.9959858252773172,4.934408380805903,74.79310697670533,1223.3488287448884,ball_tree,50,10,12,3,0.0006922507974317255,0.24113169157549383,12.898189920447876,208.26529656684218,uniform
0.9959406423229049,5.26109413912422,75.63496707905372,100.56096823215485,kd_tree,137,70,50,1,0.0007118162281090695,0.21762725234256236,13.262737916185547,2.4441611154432654,uniform
0.9958740236976134,4.930030120347224,76.87622196014408,253.3622347354889,kd_tree,78,50,10,4,0.0007222885421351556,0.23800215854513998,13.457860689197839,8.492038485665148,uniform
0.9958220818110692,4.869598036343873,77.84401617570703,1790.5015512943269,brute,50,30,20,3,0.0006957448030684056,0.23734266601199544,12.96329110697119,288.09912050806435,distance
0.9957921218406172,4.932316303136037,78.40223783515779,370.3864434480667,kd_tree,50,70,10,4,0.0007035913976925181,0.23735920847008907,13.109490819657209,53.99514722207906,uniform
0.9957578754580796,4.796634651071995,79.04032499619741,903.5551067590714,ball_tree,50,30,15,4,0.0007002210251954882,0.2459714542554801,13.046693196698522,172.25418495562099,distance
0.9956527740634374,5.1872217234984594,80.99860045651833,1647.8614582538605,brute,78,30,12,4,0.0006000296004007468,0.23449665559322855,11.179901522066798,30.72799258530686,uniform
0.9956228164215558,5.239023016999371,81.55677872946568,1795.5153033733368,brute,50,10,15,3,0.0006856105541772366,0.24541403668430753,12.774467248069117,289.64748490384903,uniform
0.9952664203833452,5.646468444874383,88.19723881241983,111.99139218330383,ball_tree,50,50,30,2,0.0007564902471634962,0.24266435810510617,14.095115407711992,13.453960487546166,uniform
0.9952207661659273,5.652068183140017,89.04787960490282,60.4195360660553,kd_tree,50,70,30,2,0.0007776391842141919,0.2440841553324925,14.48916769007458,10.663810722794635,uniform
0.9951756290163567,5.1912709073108925,89.88888625998842,373.3189573764801,kd_tree,50,30,20,4,0.0006923361804918822,0.2398781065822677,12.899780798970108,56.88438133093766,distance
0.9949940148284687,5.594142185735536,93.27276721226205,115.88107509613037,ball_tree,50,70,50,2,0.0007450235676620842,0.20794662492370494,13.881465368572403,12.732707822957705,distance
0.9942837873180462,5.985405052695259,106.50590374333282,372.34147384166715,kd_tree,50,50,20,4,0.0007099156773826101,0.2498895043421868,13.227326379912176,57.85091292634022,uniform
0.994035569608819,6.101142165206872,111.13075815608049,352.6558326482773,kd_tree,50,30,20,5,0.0006534016054108973,0.2323376212821328,12.174342062417661,48.60197575642308,uniform
0.993893317317575,6.509221101330718,113.78123840961605,111.80734550952911,ball_tree,50,70,50,2,0.0007441492171814987,0.2250379277336912,13.865174251829684,13.603058931120923,uniform
0.993815983999581,6.366066894279358,115.22213212380515,1140.5666994333267,ball_tree,50,50,30,3,0.0007787237707008345,0.24088138583282764,14.509375976641216,212.32411435483397,uniform
0.9935645680787376,6.0713829918234605,119.90657641494283,346.90769934654236,kd_tree,50,10,30,5,0.0007255811084077501,0.21686870188829124,13.51920860713028,48.11053069204458,distance
0.9918888972277579,7.0131857714546015,151.12809462810824,388.52920322418214,kd_tree,50,10,50,4,0.0008827833150737253,0.25549946161177206,16.44823942228263,65.24858678031669,distance
0.9917526627498917,7.418570945199467,153.6664494783269,482.278062748909,kd_tree,50,50,50,3,0.0009190927831061786,0.25115744227387615,17.124766508030117,97.91165216186947,uniform
0.9913082667709441,7.240243818625816,161.9465464570755,1791.3759182691574,brute,50,10,50,5,0.0009296967351360021,0.2675960606259186,17.322341993237995,291.1010523253066,distance
0.9904594481042295,7.935112196425235,177.76194805996892,935.2887627601624,ball_tree,50,50,50,4,0.0010068480904363907,0.274273162373671,18.759845333033834,181.29864984331303,uniform
0.9899239784778558,8.125189966145053,187.73895200597096,1788.2519804239273,brute,50,70,50,5,0.0010485124287633542,0.28745272787853304,19.53614570082543,288.46909196743223,uniform
0.9899239784778558,8.125189966145053,187.73895200597096,1793.1988901615143,brute,50,30,50,5,0.0010485124287633542,0.28745272787853304,19.53614570082543,296.07401712422086,uniform
