Accuracy,MAE,MSE,Runtime,algorithm,genCount,leaf_size,n_neighbors,p,stdApproach,stdMAE,stdMSE,stdRuntime,weights
0.9975296653412066,3.9526200946260546,96.84699996333833,412.6165213823318,kd_tree,50,70,3,3,0.000955219070310712,0.23113101777493636,37.448408432460745,76.67756063377576,uniform
0.9975295453947786,3.953147768128292,96.85170234310226,850.4218551635743,ball_tree,77,70,3,3,0.0009560735584869036,0.23335888064664237,37.48190778692105,47.703817197440635,uniform
0.9975233912090975,4.683723120520706,97.09297103853763,43.14055428504944,kd_tree,77,30,12,2,0.0007256973007212264,0.21355896665408136,28.450236977473526,2.0748282346706186,distance
0.9974926656266472,3.903813840198503,98.29753677292497,369.62191808223724,kd_tree,50,70,3,4,0.0009277670399172106,0.20843015187215314,36.372179032915334,56.984002620651914,distance
0.9974602336533372,3.729265926488432,99.56899985456671,1059.422494673729,ball_tree,50,30,3,3,0.0011147889344668843,0.2390854756067577,43.70418538683974,240.72994909892887,distance
0.9974108725728185,5.167060585568427,101.5041516552279,97.23652596473694,kd_tree,50,10,10,2,0.00048493443983062723,0.20158104714010916,19.011369779119956,4.432501230443396,uniform
0.9973994987359056,4.186623954179472,101.9500515575597,241.9640794992447,kd_tree,77,70,3,4,0.00093698994699895,0.22561649273305592,36.73375388214803,8.11926225081982,uniform
0.9973657487351787,4.96863685193203,103.27318658605311,1525.4238958358765,brute,77,30,8,4,0.0003238160567168897,0.21744884756181046,12.694884687530156,84.19807353946754,distance
0.9973391543138058,4.25932205689553,104.31579428154976,364.3561511516571,kd_tree,50,70,3,5,0.0009387076892991056,0.21959083915728386,36.80109625128138,55.556463683589236,uniform
0.9972774466519546,5.0369938023198415,106.73498145677154,382.88697748184205,kd_tree,50,10,10,3,0.000528831881838135,0.2526469653303539,20.732325095582,61.13016169578127,distance
0.9972213083174143,5.864209785115889,108.93582872408827,152.33691575527192,ball_tree,50,10,30,1,0.00048193729872601576,0.2191145858485859,18.893869859253012,11.339275855453579,uniform
0.9972093318382053,5.186441315942808,109.40535461499556,1814.8423118114472,brute,50,70,7,3,0.0005517797998337794,0.2304909975089694,21.63197527268323,359.00751239611094,uniform
0.9971654975568601,4.7150934938876405,111.12383378085715,360.9731314897537,kd_tree,50,50,6,5,0.0009298148492739811,0.22600229106562766,36.452461350935984,53.61014834242089,distance
0.9971654792266138,5.874310044090062,111.12455239982398,106.92605834007263,ball_tree,77,70,30,1,0.0005724614683785648,0.2314719240392617,22.442779406313328,4.141694093810672,uniform
0.9971651740053072,5.25281191324658,111.13651829592979,1541.212016749382,brute,77,70,6,5,0.0004829885760728628,0.20501039470266197,18.935084136361347,73.8025485547968,uniform
0.997154507084668,4.971943401012893,111.55470425267963,916.1714740514756,ball_tree,50,10,5,5,0.0005568464797937948,0.18007707695624747,21.830609393834322,209.18768599911328,uniform
0.997154503236283,4.9719457964559375,111.55485512476086,187.78522233963014,kd_tree,77,10,5,5,0.0005569046480483881,0.1802501766279679,21.83288982208841,6.552109968183101,uniform
0.9971479357885619,4.818345605898648,111.812325345222,908.6710384607316,ball_tree,50,50,7,4,0.0009310239458252376,0.24179821189644776,36.499862772133376,211.51904484607508,distance
0.9971430377643138,5.434549065665007,112.0043474878481,75.18967909812928,ball_tree,205,70,20,2,0.0005380593879673147,0.2496262493927216,21.09408024586973,1.7735050680847637,distance
0.9971128657543014,5.40679050548287,113.18721096837244,1519.2126569271088,brute,77,10,8,3,0.0005122694429773291,0.2414904563301647,20.083011242483305,83.38052536769723,uniform
0.9970573989934955,5.664637665765932,115.361729858998,1819.0837076425553,brute,50,50,8,4,0.0003720781370384648,0.23876387611004993,14.58695128445517,363.9276834045012,uniform
0.9970188523798933,5.432514508753277,116.87291129866321,1808.8111889600755,brute,50,50,10,5,0.0004302702992580979,0.24944818738021607,16.86831681211404,364.83808146445415,distance
0.9969361553497714,5.34393547748536,120.11496566755739,918.0631597995758,ball_tree,50,30,10,4,0.0006815931216464841,0.2663776969494543,26.721176741028444,212.2913490187726,distance
0.9969214748982864,5.606943493337233,120.69049808757488,1821.2880618810655,brute,50,50,12,4,0.0004454069733354284,0.2594683381662326,17.46173498264253,361.72591798643447,distance
0.9967717162605408,5.785669814373425,126.5616357217586,251.22002975940705,kd_tree,77,70,8,5,0.0006539331106504715,0.28231647152428146,25.636793669941625,9.041890805043904,uniform
0.99673272213887,6.1266807877172855,128.09036126774038,1816.853684926033,brute,50,70,12,3,0.0005392656709568013,0.27973005283288616,21.141371364189066,367.116559162874,uniform
0.9966503501145715,6.381082334909662,131.31967410834292,131.94077365398408,ball_tree,50,30,20,2,0.0006030064416712475,0.2750971656326606,23.640264539279702,11.08277667132351,uniform
0.996619682080307,5.752931657580756,132.52198372364714,838.2752411365509,ball_tree,50,30,12,5,0.0007956730314722335,0.28611199300428763,31.193565525835865,198.30437228629168,distance
0.996544047474235,6.216881309182964,135.48716282009082,329.4765982866287,kd_tree,50,10,10,5,0.0005742593531827947,0.2737391229741915,22.513263682179222,45.98922446253582,uniform
0.9963441801882673,6.147547178314246,143.32275989916874,343.7128654718399,kd_tree,50,10,15,5,0.0005117393208236103,0.2508626498494138,20.062228333568846,50.3794353897549,distance
0.9963324417074289,6.4632795021281435,143.7829553019564,901.5666936159134,ball_tree,50,70,12,4,0.0006630681888165356,0.3017718066558888,25.994925274362366,205.74539805618286,uniform
0.9960754026173438,7.183253482080841,153.85991578965803,133.23075685501098,ball_tree,50,10,30,2,0.0006264861198412592,0.30789076352072714,24.560761842256426,10.086283642340437,uniform
0.9958590955096162,7.127393855414954,162.34001964100915,1275.3091918706893,ball_tree,50,10,20,3,0.0006281076814676991,0.27869743426402743,24.62433354426047,262.39626303039057,uniform
0.99573031805241,7.269502739981986,167.38861107331897,6.452196645736694,brute,48,10,50,2,0.000631713174966048,0.32022186036361644,24.765683311368974,0.5472747507887158,distance
0.9957129278688004,6.7367654504421255,168.07037583155207,385.9672179698944,kd_tree,50,70,20,5,0.0006734431745388642,0.2949593821736683,26.40166621462126,65.84621690624326,distance
0.9956395679241792,7.056195703120278,170.94637910046936,1810.1555925130845,brute,50,50,30,3,0.0006924107402669271,0.3119306741715414,27.145270661424124,359.1180786584007,distance
