Accuracy,Runtime,class_weight,criterion,genCount,stdAccuracy,stdRuntime
0.9620159803318991,2.8637058258056642,,entropy,3,0.005370879477554633,0.43846682998345754
0.9599262446220036,3.4465087413787843,balanced,gini,3,0.006681095632059588,0.8288685635062604
0.9556238475722187,3.077749228477478,,gini,3,0.0029063528992100364,0.7148821400399525
