fit_time,score_time,test_nbaccuracy,test_accuracy
5.228591680526733,0.0162198543548584,0.9809872128827213,0.9853031230863442
5.4235498905181885,0.015566587448120117,0.9877803312338115,0.9853031230863442
5.11940336227417,0.016260862350463867,0.9862114372780445,0.9828536436007348
5.3108391761779785,0.01886606216430664,0.9837414481620467,0.9889773423147581
5.572641372680664,0.015268564224243164,0.9793721274942266,0.9840783833435395
5.170703887939453,0.015686988830566406,0.9888434711959512,0.9865278628291488
5.391435861587524,0.015949249267578125,0.9863696847588145,0.9871323529411765
5.1650896072387695,0.015996456146240234,0.9887603482479008,0.9895833333333334
5.451501131057739,0.015426397323608398,0.9865986948897071,0.9871323529411765
5.221926927566528,0.016604185104370117,0.9811514757828401,0.9846813725490197
