fit_time,score_time,test_nbaccuracy,test_accuracy
1.2425127029418945,0.016696453094482422,,0.2467850581751378
1.2177221775054932,0.015734195709228516,,0.24372320881812615
1.2798960208892822,0.016016483306884766,,0.21861604409063073
1.2605841159820557,0.015063047409057617,,0.2222902633190447
1.2072913646697998,0.02372574806213379,,0.22351500306184935
1.2444586753845215,0.017937183380126953,,0.24066135946111453
1.2460987567901611,0.015996694564819336,,0.25796568627450983
1.2794246673583984,0.016544342041015625,,0.25674019607843135
1.2319068908691406,0.016494035720825195,,0.27328431372549017
1.2505898475646973,0.016364336013793945,,0.25
