fit_time,score_time,test_nbaccuracy,test_accuracy
161.36059427261353,0.10477519035339355,0.9797014996562972,0.9748928352725046
163.0359227657318,0.10701799392700195,0.9772542044384211,0.9724433557868953
163.17348432540894,0.0878453254699707,0.9802409181093129,0.9755052051439069
162.38064050674438,0.09286332130432129,0.9805574389126628,0.9791794243723209
163.5523452758789,0.08893156051635742,0.9796764095951088,0.9755052051439069
160.98186254501343,0.10171937942504883,0.9837850398236745,0.9797917942437232
159.68090748786926,0.09208893775939941,0.9861871453377743,0.9834558823529411
156.8777153491974,0.08111786842346191,0.9877295976506921,0.9846813725490197
159.44627952575684,0.08017683029174805,0.9845911305713557,0.9810049019607843
158.54079389572144,0.08665823936462402,0.9747655547934541,0.977328431372549
