fit_time,score_time,test_nbaccuracy,test_accuracy
16.805081844329834,0.15368914604187012,0.9719190538135706,0.9687691365584813
16.58405351638794,0.13492989540100098,0.9784706698783783,0.9742804654011022
16.37056851387024,0.14267754554748535,0.9796827310396464,0.9755052051439069
17.838582277297974,0.139967679977417,0.9815288202127753,0.9810165339865279
16.338083744049072,0.14116954803466797,0.9821068108318463,0.9785670545009185
15.506982564926147,0.14070367813110352,0.9824080405132477,0.9785670545009185
17.422320127487183,0.1347050666809082,0.9845773443032304,0.9816176470588235
17.46644949913025,0.13258981704711914,0.9854212899637076,0.9852941176470589
16.493998527526855,0.13168692588806152,0.9862247388153506,0.9834558823529411
16.29999351501465,0.13523101806640625,0.9822363760627996,0.9822303921568627
