16:31:13.192891776,0.00,3.12,0.7,43674388
16:31:14.802508932,0.00,3.12,1,43675424
16:31:16.444924561,0.00,3.12,0.1,43673304
16:31:18.037039027,0.00,3.11,1.7,43675068
16:31:19.627429398,0.00,3.12,0.2,43675884
16:31:21.222060973,0.00,3.13,0.6,43676712
16:31:22.814808291,0.00,3.11,0.9,43678060
16:31:24.413157190,0.00,3.11,0.2,43675344
16:31:26.007552787,0.00,3.12,1.7,43677408
16:31:27.603207831,0.00,3.11,0.2,43678404
16:31:29.200879284,0.00,3.12,0.6,43678272
16:31:30.794539004,0.00,3.11,0.8,43677920
16:31:32.388235230,0.00,3.11,0.2,43671528
16:31:33.990558728,0.00,3.13,3.8,43660928
16:31:35.619132325,0.00,3.15,2,43659648
16:31:37.278705580,0.00,3.14,2,43673500
16:31:38.909105926,0.00,3.13,1.7,43675960
16:31:40.532468318,0.00,3.16,0.2,43672904
16:31:42.130799569,0.00,3.14,1.2,43675268
16:31:43.727776905,0.00,3.11,1.1,43676780
16:31:45.361212406,0.00,3.13,0.6,43673936
16:31:46.979909924,0.00,3.12,1.7,43676820
16:31:48.591944264,0.00,3.13,0.2,43677444
16:31:50.189989309,0.00,3.11,0.7,43678860
16:31:51.788816057,0.00,3.16,1,43677216
16:31:53.429627816,0.00,3.13,0.2,43676024
16:31:55.031522902,0.00,3.13,1.7,43677480
16:31:56.627951327,0.00,3.11,0.2,43677632
16:31:58.227828937,0.00,3.12,0.6,43670196
16:31:59.841057992,0.00,3.15,3.3,43663868
16:32:01.518413516,0.00,3.18,2,43664400
16:32:03.146345300,0.00,3.17,4,43648976
16:32:04.782763009,0.00,3.16,1.1,43674660
16:32:06.433391739,0.00,3.14,0.2,43674456
16:32:08.036197237,0.00,3.13,1.7,43674764
16:32:09.631768724,0.00,3.12,0.2,43673320
16:32:11.237526876,0.00,3.12,0.4,43674508
16:32:12.836001292,0.00,3.11,1.2,43677064
16:32:14.477174674,0.00,3.13,0.2,43676688
16:32:16.076654743,0.00,3.13,1.6,43676644
16:32:17.671009351,0.00,3.14,0.2,43677588
16:32:19.284824923,0.00,3.13,0.2,43675500
16:32:20.877705795,0.00,3.12,1.4,43677480
16:32:22.495172494,0.00,3.13,0.2,43676440
16:32:24.096210023,0.00,3.14,1.4,43676848
16:32:25.695180679,0.00,3.13,2.6,43667132
16:32:27.350451804,0.00,3.14,2.2,43665444
16:32:28.974517496,0.00,3.14,3.6,43657472
16:32:30.597733992,0.00,3.17,0.2,43675168
16:32:32.211698282,0.00,3.13,0.5,43678136
16:32:33.818723514,0.00,3.12,1.3,43679028
16:32:35.434379193,0.00,3.10,0.2,43677904
16:32:37.030483943,0.00,3.12,1.9,43679968
16:32:38.623066027,0.00,3.13,0.2,43678192
16:32:40.227000626,0.00,3.13,0.6,43675172
16:32:41.819463892,0.00,3.11,1,43676960
16:32:43.428193682,0.00,3.12,0.2,43676560
16:32:45.020503253,0.00,3.11,1.7,43675124
16:32:46.637679422,0.00,3.13,0.2,43677596
16:32:48.257777080,0.00,3.12,0.3,43679552
16:32:49.864059371,0.00,3.13,1.5,43679648
16:32:51.496759425,0.00,3.14,3.7,43668784
16:32:53.139670766,0.00,3.15,2.9,43667092
16:32:54.770668671,0.00,3.17,3.1,43649448
16:32:56.435717078,0.00,3.16,0.2,43670420
16:32:58.043183597,0.00,3.12,1.7,43670076
16:32:59.639924880,0.00,3.15,0.2,43672916
16:33:01.249727714,0.00,3.14,0.3,43671976
16:33:02.841349053,0.00,3.13,1.4,43672340
16:33:04.484338244,0.00,3.14,0.2,43664972
16:33:06.085819473,0.00,3.13,1.4,43667176
16:33:07.680948352,0.00,3.13,0.2,43668344
16:33:09.291377455,0.00,3.15,0.2,43667516
16:33:10.890840776,0.00,3.12,1.6,43671144
16:33:12.510756353,0.00,3.12,0.2,43667960
16:33:14.108396592,0.00,3.13,1.4,43670328
16:33:15.703702485,0.00,3.12,0.4,43669712
16:33:17.343491868,0.00,3.17,2.1,43659172
16:33:18.973708824,0.00,3.15,3.9,43663564
16:33:20.608718227,0.00,3.15,2.1,43653792
16:33:22.235565482,0.00,3.14,0.5,43668748
16:33:23.840372708,0.00,3.11,1.7,43671360
16:33:25.474445371,0.00,3.14,0.2,43671392
16:33:27.065905473,0.00,3.13,1.6,43670744
16:33:28.671164297,0.00,3.15,0.2,43671116
16:33:30.289027098,0.00,3.13,0.2,43670512
16:33:31.879180120,0.00,3.14,1.6,43670484
16:33:33.505583187,0.00,3.14,0.2,43670112
16:33:35.102901379,0.00,3.13,1.4,43669996
16:33:36.698837941,0.00,3.11,0.3,43671436
16:33:38.312097990,0.00,3.13,0,43671592
16:33:39.908529604,0.00,3.11,1.7,43673064
16:33:41.539976920,0.00,3.12,0.2,43672064
16:33:43.144084424,0.00,3.14,2.9,43663272
16:33:44.775396831,0.00,3.14,3,43665760
16:33:46.447687186,0.00,3.16,2.2,43648960
16:33:48.085169201,0.00,3.15,1.4,43672060
16:33:49.710073188,0.00,3.13,0.4,43670708
16:33:51.336862742,0.00,3.12,0.2,43672088
