fit_time,score_time,test_mae,test_mse,test_distance,test_r2
0.7932310104370117,0.08718180656433105,190.4168003687801,47903.57216994877,194.26593062028593,-2.003250960937602
0.7865567207336426,0.07895517349243164,188.70448736737004,47160.60244743656,192.51900452503978,-2.1933404229880047
0.7710223197937012,0.07930397987365723,186.2815564791445,46747.47784006902,190.04709592899795,-1.9513601837492929
0.7628626823425293,0.08734130859375,185.03961458090137,45751.84877606299,188.7800491320993,-1.953699396025896
0.777587890625,0.08047056198120117,191.19660588606843,48416.3648890719,195.06149931295752,-2.1986714570146164
0.7869057655334473,0.07967472076416016,189.30561654582036,47930.39692548416,193.1322850688795,-2.2061858529729057
0.7628653049468994,0.08692026138305664,114.55553195430196,19693.115695456432,116.87118455289264,-0.2483017275382453
0.7722797393798828,0.08023309707641602,112.93810099089623,19017.782256185532,115.2210584586657,-0.20624575646299537
0.8454170227050781,0.07477211952209473,114.56884771048745,19648.435874537667,116.88476947922537,-0.23826952974266447
0.7811005115509033,0.08327078819274902,112.75225116455933,19038.16128948679,115.03145181944411,-0.2257217812336496
