fit_time,score_time,test_mae,test_mse,test_distance,test_r2
0.8330118656158447,0.08664536476135254,8.420016094078964,134.59024967467244,8.590220289081605,0.9915620426962258
0.8872830867767334,0.07892346382141113,8.5905261178824,140.81237176459751,8.76417704276168,0.9904653075771481
0.8051881790161133,0.08110952377319336,8.5793511064856,141.44410599931734,8.752776137007627,0.9910700529320411
0.7966322898864746,0.08591914176940918,8.640042225729374,135.33214709032288,8.814694081146277,0.9912630747867678
0.8657629489898682,0.09743571281433105,8.404290308758705,129.47283095288887,8.574176618790133,0.991446258929667
0.8528356552124023,0.0909264087677002,8.60820515955613,140.48184019550794,8.782213452798437,0.9906028132974848
0.8640365600585938,0.07581853866577148,8.738824274606149,148.37380612975272,8.915472933269108,0.9905949225415901
0.8481624126434326,0.0806584358215332,7.975681613740471,118.61043286358488,8.136903926471625,0.9924768656309858
0.8345634937286377,0.08270835876464844,8.54790990693654,133.4853233579059,8.720699377508343,0.9915875843941278
0.8978602886199951,0.08952975273132324,8.572073441368094,136.79797810914522,8.74535135938398,0.9911926231295405
