Accuracy,MAE,MSE,Runtime,bootstrap,criterion,generacion,max_features,min_samples_split,n_estimators,oob_score,stdApproach,stdMAE,stdMSE,stdRuntime,warm_start
0.9985299055086433,3.574004522271801,57.63358443914844,13.269274044036866,True,mae,0,sqrt,8.0,20.0,True,0.0006530751340983741,0.46666518194956136,25.603157557191448,38.76201054537386,True
0.9985299055086433,3.574004522271801,57.63358443914844,12.764704847335816,True,mae,0,sqrt,8.0,20.0,False,0.0006530751340983741,0.46666518194956136,25.603157557191448,38.98468092875095,True
0.998457574776267,3.891489604011356,60.469238471232174,1.1706679821014405,True,mse,0,sqrt,10.0,18.0,False,0.000644675769263555,0.41262186350416535,25.273868858207994,0.9033588365665468,True
0.9984350010307985,3.7157141725539873,61.354219588577145,14.863236618041991,True,mae,0,sqrt,10.0,25.0,False,0.0006921058082011306,0.44008028518274867,27.133316104717352,45.91169785500624,True
0.9982918997940307,4.327712274652862,66.96436047482673,2.0345005989074707,True,mse,0,log2,8.0,20.0,True,0.0006470644067345438,0.4399262911507685,25.367513001619805,0.8693154908811116,True
0.998277956665475,3.3446908480591153,67.51098688671104,19.03134114742279,True,mse,0,,5.0,25.0,False,0.0007027354169607761,0.2622511993663326,27.550039286530406,5.376024443983617,False
0.9982534133474781,3.984210459304241,68.47318312546736,7.510878729820251,True,mae,0,sqrt,10.0,10.0,False,0.0007165934124953276,0.4798464788703782,28.093328143467637,22.37634589593375,True
0.9982403667758865,3.90549440857284,68.98466091814176,4.545623731613159,True,mse,0,sqrt,2.0,25.0,True,0.0006271154942342934,0.2529822609981771,24.585435835961675,1.7179598821650504,False
0.998224858147581,4.509233639931826,69.59266118223354,1.9932712316513062,True,mse,0,log2,10.0,25.0,True,0.0006346296723914229,0.3806151781020208,24.880021676433536,0.9466533689183898,True
0.9981930123431842,4.025443152039042,70.84114409780393,6.320472192764282,True,mae,0,sqrt,10.0,8.0,False,0.0007368702597367613,0.5051728869854932,28.888261662719017,18.6624879608713,True
0.9981836773470609,3.5632769232893375,71.20711328581841,15.161763572692871,True,mse,0,,8.0,18.0,False,0.000740566729945466,0.26970813071471594,29.033178080781664,4.839250184665938,False
0.9981835747469917,3.6317943190980464,71.21113561893154,15.94968273639679,True,mse,0,,10.0,20.0,False,0.0006788521535993825,0.232768258598124,26.613719829709677,4.574021132787776,False
0.9981729518104714,3.580976978713339,71.62759722228307,13.786016941070557,True,mse,0,,8.0,15.0,True,0.00074767740051426,0.25713396329387017,29.311944809760455,4.629507110287471,False
0.9980661780573243,3.5714446683401677,75.81355544065566,9.833672332763673,True,mse,0,,2.0,8.0,True,0.0006887654085465854,0.2661199932866495,27.002359076661488,3.044952664129128,False
0.998039451104766,4.284125156929451,76.86135888875192,97.07282638549805,True,mae,0,sqrt,2.0,18.0,True,0.0006667973605171724,0.21125393804104795,26.141123721716212,7.4877845337046764,False
0.9980268833378128,4.449473919894011,77.35406562438013,3.361756682395935,True,mse,0,sqrt,5.0,15.0,True,0.0006465682419528948,0.2759683326899663,25.348061357521797,0.6887025512276905,False
0.9979649050441874,4.562300022167706,79.78386264768038,82.15431649684906,True,mae,0,sqrt,5.0,15.0,False,0.0006362581432792125,0.24304964312380872,24.943864249120345,7.1764319781083845,False
0.9979461189623949,3.541374182913716,80.52035219826955,1481.244209575653,True,mae,0,,5.0,10.0,False,0.0006598795668261529,0.24566862205106194,25.869918537851824,48.5535077001107,False
0.997936680975078,3.622153265815745,80.8903590530417,2212.6766628026962,True,mae,0,,8.0,15.0,False,0.000709728339785712,0.24477638670585697,27.824189832958787,68.24984753238937,False
0.9979193272930569,3.0169598607830297,81.57069280300473,8.609275341033936,,,2,,,,,0.000777373727203189,0.2785277144482981,30.476159601273718,0.2460476301040775,
0.9978847511663964,3.530805103377653,82.92621527259146,1761.2163093090057,True,mae,0,,2.0,12.0,False,0.0006910463880223232,0.24679380674029916,27.091782596027837,55.47317296469271,False
0.997865385273547,4.9277611854495005,83.68543573587083,2.306888747215271,True,mse,0,log2,5.0,20.0,False,0.0006097180886546363,0.20710930575442374,23.903387947616398,0.3897277281858777,False
0.9978088206625737,3.7423583873799506,85.9029947444613,1506.5064732313156,True,mae,0,,8.0,10.0,False,0.0006712314261753744,0.23469993331243125,26.314956831779128,39.992521675364635,False
0.997802513686873,4.671573001954652,86.1502534198261,1.1992085218429565,True,mse,0,log2,2.0,8.0,False,0.0006565898178377793,0.2395458090969695,25.740947218512783,0.37369672554450956,False
0.9977655951085896,5.284541077747525,87.59760936285281,6.616948747634888,True,mae,0,log2,8.0,18.0,False,0.0006898165606015859,0.3647761592929818,27.04356844182359,19.54480052770882,True
0.9976783744693026,5.0776978638839925,91.01700730545278,55.47211277484894,True,mae,0,sqrt,10.0,10.0,False,0.0006567832007714204,0.262241143068612,25.748528603043617,6.075259337794537,False
0.9976121885157303,5.302446725797617,93.61176142930185,1.4716577768325805,True,mse,0,log2,5.0,8.0,True,0.0006064906272003093,0.19863591797003394,23.77685854876094,0.3554418520101092,False
0.9976121885157303,5.302446725797617,93.61176142930185,0.9821342706680298,True,mse,0,log2,5.0,8.0,False,0.0006064906272003093,0.19863591797003394,23.77685854876094,0.15293492411611245,False
0.99759780554428,5.164089132913518,94.17563144205153,46.39756786823273,True,mae,0,sqrt,10.0,8.0,False,0.0006509245210112905,0.2658796264443991,25.518844921727027,5.692777543558883,False
0.9973173425662282,5.9487729449329745,105.17090203358782,31.038100481033325,True,mae,0,log2,2.0,12.0,True,0.0006118840118610403,0.2742546794961186,23.988300801001447,6.323281871389792,False
0.9969907985983347,6.4159750709504895,117.97273175088677,21.974640464782716,True,mae,0,log2,5.0,8.0,False,0.0007209736718537348,0.3617894556169129,28.265051831354807,5.521625581734758,False
