fit_time,score_time,test_mae,test_mse,test_distance,test_r2
73.12540173530579,0.44703078269958496,1.900160982380738,19.412113321297905,1.5379513018811113,0.9959076853301556
77.72330522537231,0.44162583351135254,1.9136861010585198,19.818024363570228,1.5488989158719448,0.9955279646221301
75.71746373176575,0.43660449981689453,1.855678967926229,17.18124146756436,1.5019477300640243,0.9964246191035037
78.589772939682,0.4546482563018799,2.125730398880969,20.49860611018572,1.7205237015092314,0.9954109675066783
74.76385307312012,0.5250203609466553,1.7844897527567043,17.165254854289003,1.4443297183874406,0.9961572834748154
76.83521151542664,0.45806121826171875,1.9926250573032092,20.727342718610917,1.6127899838773156,0.9954850831308305
76.29875230789185,0.4488410949707031,1.7878696639484535,15.081679565069747,1.4470643840543453,0.9968083237414332
73.96659207344055,0.45570898056030273,1.833204694624132,14.48188342526139,1.483758036392801,0.9969829744692309
77.02711844444275,0.4423365592956543,1.9338411891355873,18.59156478890689,1.5652117234101983,0.9959968834626325
75.77405142784119,0.42653799057006836,2.000973901308516,20.80660088401395,1.6195480351806577,0.9955448915541204
