fit_time,score_time,test_mae,test_mse,test_distance,test_r2
39.39721465110779,0.17107629776000977,7.109559450674955,91.68276371838193,5.754353669175825,0.9806721343149711
39.581740856170654,0.2061021327972412,7.116763180166264,89.32489616152654,5.76018328890801,0.9798433946577841
39.51184844970703,0.20295310020446777,7.145344571752813,89.62491857364839,5.783316179095783,0.9813492393827763
38.88687610626221,0.20386505126953125,7.299783258207841,94.91753292833457,5.908316816051987,0.9787507677130489
39.3621551990509,0.17721152305603027,7.272513797530073,90.23088753626901,5.886246237419488,0.9798003743281996
39.63296675682068,0.1828022003173828,7.390091559215491,97.1385980008128,5.9814107402231675,0.9788408624918645
38.85372257232666,0.15198802947998047,6.943333620073698,86.15999234719368,5.619811694312802,0.9817663012381105
38.63426899909973,0.1506819725036621,7.07901194480855,87.06880609530876,5.729628700921015,0.9818608669045827
38.65876293182373,0.1617436408996582,7.059059464049699,84.93958613437141,5.713478603862659,0.9817108960008282
38.34073495864868,0.15341734886169434,7.096461428534788,88.90858087055695,5.743751114414961,0.9809628986610728
