Accuracy,MAE,MSE,Runtime,bootstrap,criterion,genCount,max_features,min_samples_split,n_estimators,oob_score,stdApproach,stdMAE,stdMSE,stdRuntime,warm_start
0.998876840140628,1.506910022351553,20.92699528978213,27.647988438606262,True,mae,122,,5,20,False,0.00037152568892354055,0.3890948343118152,6.922359517446169,86.43330721654002,True
0.99886972108465,1.5882085319569987,21.059639320530955,74.80718886852264,True,mae,122,,8,18,False,0.0003256723573396828,0.3149431034353971,6.068008780042225,235.56992163518652,True
0.9988694581171135,1.5251784621242974,21.064538997411802,2.326762056350708,True,mse,99,,5,20,True,0.000333527089186711,0.41179503073694823,6.214360107498803,5.001015300762918,True
0.9988452967370393,1.52742301386476,21.51471987130111,0.3519010305404663,True,mse,118,,8,18,False,0.00037068845229535735,0.4288730318194519,6.906759915279633,0.046600756063341735,True
0.9988452967370393,1.52742301386476,21.51471987130111,235.01927156448363,True,mae,40,,5,18,True,0.00037068845229535735,0.4288730318194519,6.906759915279633,741.2077749395203,True
0.9988452967370393,1.52742301386476,21.51471987130111,221.4141608953476,True,mae,63,,5,18,False,0.00037068845229535735,0.4288730318194519,6.906759915279633,699.2211714095375,True
0.9988294974857361,1.6802145656669616,21.809095471391466,65.13626198768615,True,mae,122,,5,20,False,0.00034195873768614883,0.31880917424433697,6.371460690251952,205.0469508426826,True
0.9988111064715145,1.7444403771241987,22.151761446123206,4.359110045433044,True,mse,40,,8,20,True,0.00030855801869573437,0.3598204835721642,5.749130143844055,9.934313562017348,True
0.9988111064715145,1.7444403771241987,22.151761446123206,1.9111037969589233,True,mse,99,,8,20,False,0.00030855801869573437,0.3598204835721642,5.749130143844055,4.987513788175915,True
0.9987909066809479,1.6896737055067397,22.52812899390605,235.0164938688278,True,mae,99,,8,20,False,0.00037763754814916566,0.3919650475337562,7.036237206502827,742.2473282869134,True
0.9987750736009771,1.7051171713611653,22.82313489819745,219.9094252347946,True,mae,99,,8,18,True,0.000384163374992152,0.3878836193331556,7.15782804369712,693.2590794512953,True
0.9987703987913499,1.6162471290405898,22.91023711986979,133.69586791992188,True,mae,40,,5,10,False,0.0003830847708256443,0.45130279212545454,7.137731221215936,422.1992094083039,True
0.9987559838592956,1.816824847109236,23.17881973763839,0.33683807849884034,True,mse,141,,8,25,False,0.00039375326027495127,0.3982559660659485,7.336509183758392,0.06071268205143965,True
0.9987347192922604,1.8877218041581565,23.575026466784532,1.0144115686416626,True,mse,122,,8,18,True,0.0003754038650482901,0.3399311754521718,6.9946186645460715,0.6489672582796036,True
0.9987057166197026,1.8578346795578522,24.11541151254198,196.57631871700286,True,mae,40,,10,15,False,0.00040960732401980294,0.3844649612913681,7.631906062968734,620.9462798819952,True
0.9986862092880232,2.206257612954327,24.478876993229164,125.93844172954559,True,mae,122,,5,20,True,0.00028607327172671683,0.26202323391222593,5.330188717130714,395.9741719579067,True
0.9986670606741667,2.0147918041451636,24.83565875375891,2.8481042861938475,True,mse,40,,10,10,True,0.00037060188887238333,0.3866592100626775,6.905147043942251,5.0410410260832235,True
0.9986647644997614,2.2156695110038536,24.87844164932141,1.0379165649414062,True,mse,122,,8,18,False,0.0003165397409332109,0.2839413695386091,5.897847588002519,2.206496906754291,True
0.9985810476769572,2.4819667615585828,26.438274421015755,0.8496675014495849,True,mse,99,,8,20,False,0.00030447263831738313,0.258219824353931,5.673010315289128,1.7480914722176664,True
0.9984997640630701,2.645203329823862,27.952771035864334,1.5363449811935426,True,mse,63,,10,18,True,0.0003109529088395851,0.25420055724538004,5.793752335727036,1.848616900634146,True
0.9984551481511661,2.715990544335797,28.784065860438762,0.523312783241272,True,mse,62,sqrt,5,25,False,0.0002862664790833484,0.2798764934380002,5.3337886049011205,0.3829710856926205,True
0.9984278821183509,2.6614982842332275,29.292093400355792,0.7602259874343872,True,mse,99,,5,18,True,0.00045287329016041654,0.4388082027254032,8.438048360591353,0.07410757301957109,True
0.9983928934920513,2.718837888952515,29.944010232723645,13.3477299451828,True,mae,40,sqrt,5,18,False,0.0003431662934731674,0.3922502120993681,6.39396017156515,41.12025826584058,True
0.9983928934920513,2.718837888952515,29.944010232723645,11.016061687469483,True,mae,63,sqrt,5,18,True,0.0003431662934731674,0.3922502120993681,6.39396017156515,32.37204175726981,True
0.9983367267720957,2.951139709368713,30.99052260061696,1.47747802734375,True,mse,33,sqrt,8,25,True,0.0003046043547186321,0.2783552672536918,5.675464488205718,0.556912359578933,True
0.9983348384039157,2.9126945717693435,31.02570714863923,1.2279964923858642,True,mse,63,,5,18,False,0.0003328487738716744,0.3194460369035872,6.201721566970444,2.7099929109815335,True
0.9982431792580966,3.0098133292560214,32.733523268329584,26.884362816810608,True,mae,99,,8,20,False,0.00039012593436200645,0.32944668888701345,7.268923940516992,84.14325444856368,True
0.9981660055088367,3.137540768973129,34.17144385797454,1.3890700578689574,True,mse,40,sqrt,8,10,True,0.00031498730429813034,0.28448443590373657,5.868922200508532,0.5130203223742704,True
0.9981627047962143,3.1335894217517284,34.232943560740935,25.69132776260376,True,mae,63,,8,10,True,0.000351799887222334,0.290443524595917,6.554823448698591,79.6517549071092,True
0.9979968655629701,3.4422621144510734,37.32290161434813,27.638281488418578,True,mae,122,,8,20,True,0.0003473766720853476,0.28325469127267694,6.47240899846212,84.95800740917278,True
0.9979775588471732,3.4410456305909847,37.68262916975653,1.3743274450302123,True,mse,40,sqrt,10,10,True,0.0003682155605122836,0.3242317931283102,6.86068437735483,0.3467991097073294,True
