fit_time,score_time,test_nbaccuracy,test_accuracy
5.7589263916015625,0.5649845600128174,0.99738088604068,0.9969381506429884
5.8619606494903564,0.5923116207122803,0.9940803899137233,0.9920391916717698
5.754896879196167,0.5592083930969238,0.9960526315789474,0.994488671157379
5.751116991043091,0.5630850791931152,0.995044392915128,0.9932639314145744
5.734522104263306,0.5597777366638184,0.9946091644204852,0.992651561543172
5.865681171417236,0.5710341930389404,0.9944707019274888,0.9932639314145744
5.727468729019165,0.5812487602233887,0.9938712771128658,0.9926470588235294
5.904067754745483,0.5725710391998291,0.9968468468468469,0.9957107843137255
5.689073085784912,0.5937244892120361,0.9952942080028088,0.9938725490196079
5.746939420700073,0.595710277557373,0.9954586739327884,0.9938725490196079
