fit_time,score_time,test_nbaccuracy,test_accuracy
1.0838634967803955,0.016268491744995117,0.9964633068081344,0.9975505205143906
1.101844072341919,0.01581716537475586,0.9974059662775616,0.9963257807715861
1.0725798606872559,0.014444589614868164,0.9942669942669943,0.9957134109001837
1.074676752090454,0.014801979064941406,0.9959040629265546,0.9957134109001837
1.0771751403808594,0.01502537727355957,0.9918542237577332,0.9920391916717698
1.0907537937164307,0.01409459114074707,0.9980575156988049,0.998162890385793
1.1146259307861328,0.014558076858520508,0.9973791458636369,0.9969362745098039
1.0945661067962646,0.014538049697875977,0.9978438561819569,0.9975490196078431
1.0424745082855225,0.014071464538574219,0.992895298108504,0.9938725490196079
1.0627331733703613,0.01412200927734375,0.9946197310896642,0.9950980392156863
